GroupId,GroupName,VpcId,Description,OwnerId,InboundRulesCount,OutboundRulesCount,Tags
sg-0e8e3e07c509b5b3a,launch-wizard-1,vpc-07bff3c3594ac0da1,launch-wizard created 2022-03-28T21:09:35.057Z,683924615846,3,1,Name:All-Internet-SSH
